date,customer_id,product,price,quantity,coupon_code,shipping_city,country,total_price
2025-01-27,3b43ad61-caad-4eef-a809-ed58db1261dc,Smartphone,699.99,7,20OFF,Montreal,Canada,4899.93
2024-09-13,b1b54ef7-ca9b-4801-a8dd-b2d45cf34ebf,Smartphone,699.99,2,NO_CODE,New York,USA,1399.98
2025-02-27,f06408c8-34b5-474f-9713-cce2d28190c1,Laptop,999.99,4,,Calgary,Canada,3999.96
2025-04-26,90091a9c-56b1-4c60-9f02-9ceb4435b975,Keyboard,89.99,4,,Chicago,USA,359.96
2025-03-10,b9945801-a6af-45ce-b96d-5b02a9a8c411,Headphones,149.99,7,NO_CODE,Calgary,Canada,1049.93
2025-02-02,26b56eeb-6033-4766-a0d8-6c66f7692120,Keyboard,89.99,1,20OFF,Glasgow,UK,89.99
2024-09-21,17db41ca-7100-477b-b6f3-793434554bf4,Keyboard,89.99,5,FREESHIP,Birmingham,UK,449.95
2025-02-01,de367550-d15f-4266-aa61-f9177a0c752a,Smartphone,699.99,4,NO_CODE,Los Angeles,USA,2799.96
2024-10-20,3fd4760b-444e-4363-805f-2d93af684cd3,Headphones,149.99,5,20OFF,Los Angeles,USA,749.95
2024-09-25,3832b20a-d659-4444-83ce-17e930f6f802,Laptop,999.99,6,10OFF,Manchester,UK,5999.94
2025-03-08,edf2bd49-dba5-43e0-b6b3-6b6ae261d29d,Keyboard,89.99,7,10OFF,Glasgow,UK,629.93
2025-01-23,cfaf54e4-e014-4ed6-b334-4dc0ed6cf2ad,Laptop,999.99,3,FREESHIP,Manchester,UK,2999.97
2024-12-16,763dcf70-3671-4081-a54f-8ee222fccd36,Smartphone,699.99,5,,Chicago,USA,3499.95
2024-05-29,675bfefa-2567-46d8-824a-8b194aea6f10,Smartphone,699.99,8,10OFF,Vancouver,Canada,5599.92
2025-04-10,52e7c58d-e76e-428e-a75c-dc639656cf78,Monitor,249.99,10,NO_CODE,Houston,USA,2499.9
2024-07-18,5a14dfeb-08f3-4d3a-9956-60c674e7e1fa,Keyboard,89.99,9,FREESHIP,Manchester,UK,809.91
2024-07-14,fed28928-d4fc-4b98-bf94-961ddfe87fda,Keyboard,89.99,2,FREESHIP,Calgary,Canada,179.98
2025-01-12,ebb4e008-035c-4305-9867-1479170de92d,Smartphone,699.99,3,FREESHIP,Houston,USA,2099.97
2025-03-01,e470a7dc-8ea1-446e-b48b-abfed2da73f5,Headphones,149.99,2,NO_CODE,Toronto,Canada,299.98
2024-08-14,eaf75c45-67cd-415f-ac66-39cfd8c7573c,Monitor,249.99,7,,New York,USA,1749.93
2024-09-09,0e25b3e3-fbb8-4968-87f0-00584c13f5d3,Keyboard,89.99,10,,Calgary,Canada,899.9
2025-04-02,af934733-148e-4286-a077-35f35c8defd2,Monitor,249.99,10,10OFF,Los Angeles,USA,2499.9
2024-07-13,7f5b1d56-f2fd-4664-b455-f88dfa44b63c,Keyboard,89.99,9,NO_CODE,Birmingham,UK,809.91
2024-08-17,4553faf0-9520-428d-a18a-8697026f8302,Monitor,249.99,9,,Ottawa,Canada,2249.91
2025-03-15,f8a9d305-2f3f-4a6c-91fb-ff1b013a695e,Headphones,149.99,1,20OFF,Calgary,Canada,149.99
2025-02-26,69a0adae-e411-457d-927b-415bd060a6d9,Keyboard,89.99,4,20OFF,Leeds,UK,359.96
2025-04-04,fb26e7aa-821a-449c-886b-3fa3da87d206,Smartphone,699.99,5,10OFF,New York,USA,3499.95
2024-06-05,d1983892-0fa2-4498-9c12-1eb65c41e0cb,Keyboard,89.99,9,20OFF,Chicago,USA,809.91
2024-10-11,1fc8dc98-3b5e-4d1e-a7a9-1615a4507f88,Keyboard,89.99,2,10OFF,Montreal,Canada,179.98
2024-12-12,d2b0e3a7-da93-4666-a1fd-3b8f01bb24f8,Keyboard,89.99,7,20OFF,Toronto,Canada,629.93
2024-08-21,d57f73c4-abfb-4b51-81de-dbf70e8be8c5,Keyboard,89.99,2,FREESHIP,Toronto,Canada,179.98
2025-04-02,4afbae2b-1f71-443c-a1d7-88ff0ba3e80a,Headphones,149.99,2,10OFF,Chicago,USA,299.98
2025-05-16,ae7ea5e4-505a-4389-b854-21cefc07313f,Smartphone,699.99,3,20OFF,Vancouver,Canada,2099.97
2025-01-17,959ad6a4-ee56-4d75-a536-24b4b0bc1d41,Headphones,149.99,8,,Phoenix,USA,1199.92
2025-04-03,c15905fb-043d-4cc7-ae02-acf57f16949b,Monitor,249.99,5,,New York,USA,1249.95
2024-08-26,cd3dcf56-37c4-42be-9465-042b519c8625,Smartphone,699.99,6,NO_CODE,Chicago,USA,4199.94
2025-01-06,feab4c30-66af-459c-bbed-8c9ada7a6357,Keyboard,89.99,3,FREESHIP,Los Angeles,USA,269.97
2024-06-25,b9854e63-6f6b-4f51-93ce-5966a5bea32b,Monitor,249.99,7,10OFF,Ottawa,Canada,1749.93
2024-06-06,171110ae-2ef0-4657-ab51-0efae74bfa21,Smartphone,699.99,2,,Toronto,Canada,1399.98
2025-02-04,cb8fc75c-253a-487c-aa4b-60cef75052cd,Laptop,999.99,6,NO_CODE,Los Angeles,USA,5999.94
2024-08-09,df2005ad-70ef-48bf-a5c9-6938424d9167,Headphones,149.99,8,,Vancouver,Canada,1199.92
2025-04-08,221e5b19-eee3-419c-ab58-424a42d27014,Smartphone,699.99,9,NO_CODE,Montreal,Canada,6299.91
2025-02-22,aae05d28-22c4-4368-8079-d552f4f0723d,Monitor,249.99,7,NO_CODE,Glasgow,UK,1749.93
2024-10-30,1cec6f52-5d0f-4e31-bbb9-bacc02eb4e21,Headphones,149.99,9,NO_CODE,Leeds,UK,1349.91
2024-12-02,841f8595-387b-4f7e-a913-e113c6eba706,Monitor,249.99,2,10OFF,Leeds,UK,499.98
2024-07-06,c528729b-588e-4a6a-baa5-51092be57aac,Headphones,149.99,10,20OFF,Birmingham,UK,1499.9
2024-11-28,d2d73da4-0218-4e53-bd87-d50748ea39fe,Smartphone,699.99,4,20OFF,Phoenix,USA,2799.96
2024-08-22,803db7e0-1c6f-4023-aa62-e8ed7348759a,Laptop,999.99,4,20OFF,Glasgow,UK,3999.96
2024-08-09,e35fcdcd-1cb8-49a6-b135-f5e0b130d40a,Laptop,999.99,3,,Phoenix,USA,2999.97
2025-02-04,d888a6f8-0ad8-4df2-91c0-05a74d7d4a72,Smartphone,699.99,7,10OFF,New York,USA,4899.93
2024-08-16,285e7ceb-5eb1-4fae-b2bb-1be6a2f25c98,Keyboard,89.99,6,,Leeds,UK,539.94
2024-08-06,9a75af20-a89c-4e83-9861-c0c912a52c83,Smartphone,699.99,10,NO_CODE,New York,USA,6999.9
2025-02-16,83962b98-5b2e-403d-8ea0-cefea491107c,Smartphone,699.99,9,,Leeds,UK,6299.91
2024-11-21,744fce22-f9d2-449d-a4d8-e273a28e57c5,Headphones,149.99,9,,Toronto,Canada,1349.91
2025-02-01,2d9b2f86-6064-4599-b581-28b19e886884,Laptop,999.99,7,10OFF,London,UK,6999.93
2024-10-05,b0cd58ce-9de5-4567-bdd2-09f44425f96c,Smartphone,699.99,9,,Los Angeles,USA,6299.91
2025-05-07,11f1caba-b042-4571-b491-dd0006a07d2a,Monitor,249.99,10,20OFF,Vancouver,Canada,2499.9
2024-06-20,34e6f7fe-f5cf-453b-9ff6-06feec918428,Keyboard,89.99,2,,Vancouver,Canada,179.98
2024-05-29,76ad3781-8e83-4741-b24d-ad577250d5e3,Smartphone,699.99,2,10OFF,Calgary,Canada,1399.98
2025-03-30,f51a1255-6b6a-4520-a9dc-b74428423727,Headphones,149.99,7,10OFF,Toronto,Canada,1049.93
2024-11-09,39bf1eb6-87c3-4c2f-85f3-b969a81297ae,Smartphone,699.99,9,10OFF,Vancouver,Canada,6299.91
2025-05-11,ee44894a-26c9-4991-a856-31f7e34feb8d,Monitor,249.99,3,NO_CODE,Los Angeles,USA,749.97
2024-10-22,d4b74a23-b554-481d-a5a0-5c1bb9de49ee,Keyboard,89.99,4,NO_CODE,Montreal,Canada,359.96
2024-06-14,e2b02a3c-1c41-4d60-9778-7dcb9484fc3f,Headphones,149.99,5,,Phoenix,USA,749.95
2024-10-09,57638bc6-4c5d-41bd-8aa4-5ada09a8d81d,Keyboard,89.99,10,10OFF,Ottawa,Canada,899.9
2025-03-26,5bc5cd7a-70c2-4b9f-a464-35053c0d8458,Smartphone,699.99,2,NO_CODE,Toronto,Canada,1399.98
2025-04-12,5614668c-4b0c-4612-8c83-d140917314ff,Keyboard,89.99,4,,Los Angeles,USA,359.96
2024-09-02,1ca36ca1-ad22-4f06-8faf-37644f5e7840,Laptop,999.99,1,NO_CODE,Glasgow,UK,999.99
2025-05-10,f99f9320-0851-4bdb-953f-881856666abf,Headphones,149.99,6,NO_CODE,Houston,USA,899.94
2025-01-12,7465e154-b2c7-4d15-bcd3-84266e4d249b,Smartphone,699.99,9,,Calgary,Canada,6299.91
2025-04-25,e8d5cb9d-ad16-431e-91e4-78343d9a767a,Headphones,149.99,7,NO_CODE,Houston,USA,1049.93
2025-05-12,190e8686-9fae-4394-ae3d-25fc048ea2b0,Monitor,249.99,7,10OFF,Ottawa,Canada,1749.93
2025-04-27,bbea489f-94ec-41cc-be9c-7346e4d273ea,Headphones,149.99,1,20OFF,Manchester,UK,149.99
2024-12-01,e34c1930-a2f9-48e2-8d7b-66de0dbd8683,Headphones,149.99,6,FREESHIP,Phoenix,USA,899.94
2025-02-01,bc550534-603a-4185-ae4a-1a954cb3ee99,Headphones,149.99,8,,Vancouver,Canada,1199.92
2025-02-18,688bc838-cc3f-433a-ade5-4414e9b65e21,Smartphone,699.99,5,20OFF,Ottawa,Canada,3499.95
2024-10-02,a1e43380-d178-47fd-8468-37a231e15c5e,Laptop,999.99,4,NO_CODE,Glasgow,UK,3999.96
2024-08-17,25c65b48-c68e-4b2b-90c7-2f1942593ce4,Headphones,149.99,8,20OFF,London,UK,1199.92
2024-12-02,9d195b62-010b-473a-ade4-992878409e18,Smartphone,699.99,10,FREESHIP,Manchester,UK,6999.9
2024-09-29,30c93f09-42ed-45bb-975a-d33a35d00a61,Monitor,249.99,5,20OFF,Birmingham,UK,1249.95
2024-08-28,364e870d-7047-461a-882c-e5b64aa3fc7d,Headphones,149.99,5,10OFF,Chicago,USA,749.95
2024-12-27,890884e5-30b9-4f47-a275-cd53cdcda148,Laptop,999.99,9,,Montreal,Canada,8999.91
2024-11-16,efc91c08-490d-4f5e-9d70-f74e7aec1857,Monitor,249.99,9,10OFF,Montreal,Canada,2249.91
2025-03-29,8ed259e8-18f6-4c40-ba5c-f69ac061bb6f,Headphones,149.99,6,NO_CODE,Chicago,USA,899.94
2025-01-02,ab4dea7e-053f-4eee-ae70-12a0229a9907,Keyboard,89.99,6,NO_CODE,New York,USA,539.94
2025-04-03,7ad46872-9a63-487c-ae0b-ace758846239,Monitor,249.99,1,,Phoenix,USA,249.99
2024-08-25,06279749-087d-4d09-ad18-98545d063d9f,Headphones,149.99,6,20OFF,Birmingham,UK,899.94
2024-07-15,434358f7-e19c-4e29-9498-cf7da4968d38,Headphones,149.99,4,,Phoenix,USA,599.96
2024-09-03,6fa7dc0b-ade6-44ac-9d4b-d443cb013a5e,Laptop,999.99,2,10OFF,London,UK,1999.98
2024-10-09,efce68dc-e84b-477c-a0c7-8db71028dca0,Monitor,249.99,4,NO_CODE,New York,USA,999.96
2024-11-22,6fbad9d4-91ab-452e-8588-2234141577cc,Monitor,249.99,9,20OFF,Montreal,Canada,2249.91
2024-11-14,d8324710-e358-494b-80af-de1ba2f096f5,Laptop,999.99,5,20OFF,Vancouver,Canada,4999.95
2025-04-29,67991837-c8bc-489a-915e-792dc06ea0c3,Monitor,249.99,1,,Ottawa,Canada,249.99
2025-04-04,06765733-189a-45d4-967e-c9747d74a837,Monitor,249.99,8,NO_CODE,Birmingham,UK,1999.92
2024-06-24,3036b0f3-8d7f-4989-8b1d-6e50bb691487,Keyboard,89.99,9,,New York,USA,809.91
2025-02-22,4a245c4d-4c80-46b8-bc85-8956259141ee,Headphones,149.99,5,20OFF,Houston,USA,749.95
2024-11-17,0c07b070-5824-4349-9e3b-a0212a8d365b,Smartphone,699.99,5,20OFF,Manchester,UK,3499.95
2024-09-03,2cfeb99f-1fdb-4b90-b337-db4a1e7434d4,Laptop,999.99,7,20OFF,Birmingham,UK,6999.93
2024-11-17,f8f2bf8b-4574-4162-90ac-35f44b326b76,Smartphone,699.99,10,,Houston,USA,6999.9
2025-02-14,9cf89367-21f6-4ccb-955c-6c29ed5cda4b,Smartphone,699.99,1,FREESHIP,Calgary,Canada,699.99
2025-03-29,34c20469-bd05-4832-84c2-e456f97e0b20,Smartphone,699.99,2,20OFF,London,UK,1399.98
2025-04-28,f2feae13-c7cc-4587-b3ea-39e10f8520b2,Monitor,249.99,3,10OFF,Calgary,Canada,749.97
2024-10-07,8e0b610e-d898-4545-bacf-8ecd2c47a91d,Monitor,249.99,8,10OFF,Leeds,UK,1999.92
2024-07-05,e4bd3f71-4603-401a-af90-c0d3db99d64a,Monitor,249.99,8,NO_CODE,Houston,USA,1999.92
2025-04-11,d3760503-2ef0-4d3a-8abf-b251bcb299b4,Keyboard,89.99,10,NO_CODE,Montreal,Canada,899.9
2025-01-16,da643bab-26ee-4824-a9f9-4156d4ca4e2e,Smartphone,699.99,10,FREESHIP,Chicago,USA,6999.9
2024-05-28,50aa1699-8d55-40fe-8eec-dc020cfdd076,Smartphone,699.99,2,NO_CODE,Houston,USA,1399.98
2025-01-28,29950e7b-e492-429d-b672-e9526bbda4d2,Keyboard,89.99,8,FREESHIP,Houston,USA,719.92
2024-08-10,fd965d1f-df2d-498d-923c-59ac6ea4eee3,Smartphone,699.99,6,10OFF,Los Angeles,USA,4199.94
2025-03-12,b009f0bb-758b-4847-82b4-af0a65d22f7d,Keyboard,89.99,6,,Calgary,Canada,539.94
2024-07-09,165bdc5c-38e7-451f-b63b-3e0b636bf462,Laptop,999.99,3,20OFF,Phoenix,USA,2999.97
2024-11-19,ff4289bb-13f3-48ce-9714-72ddb0c84331,Headphones,149.99,8,10OFF,Vancouver,Canada,1199.92
2024-12-18,8aa27d13-a7e8-40fd-8250-6b17fe51ebb9,Headphones,149.99,9,NO_CODE,Phoenix,USA,1349.91
2024-10-06,df737594-0db5-43ad-ab5f-94c9a256bfa1,Headphones,149.99,9,FREESHIP,Manchester,UK,1349.91
2025-03-21,47fd38d7-d957-43dc-9b3e-1c2d6f867111,Smartphone,699.99,5,10OFF,Calgary,Canada,3499.95
2025-01-05,8c64daa1-da63-40ab-b59e-d972d4ed5a70,Headphones,149.99,7,20OFF,Calgary,Canada,1049.93
2025-05-08,0f1fc9c6-f47c-483c-971b-54fdfd910f15,Monitor,249.99,10,20OFF,Houston,USA,2499.9
2024-08-23,d1d19bca-c7fa-497e-b2de-6d7da280df8a,Headphones,149.99,3,,Glasgow,UK,449.97
2025-04-21,17bde652-4ece-441d-a17f-5ac277290c84,Headphones,149.99,5,NO_CODE,Calgary,Canada,749.95
2024-11-22,0ac1a046-c7f1-4ab8-8919-7027ee2d5f1d,Laptop,999.99,4,NO_CODE,London,UK,3999.96
2024-11-06,fd71db62-1af2-43cc-ab34-335d5a3aacdb,Laptop,999.99,8,FREESHIP,Ottawa,Canada,7999.92
2025-01-25,ecadd95b-2952-4ce3-bf71-f678d92f5aed,Smartphone,699.99,3,10OFF,Houston,USA,2099.97
2024-12-10,02d95e50-6fa9-4a8f-96ff-9f28fda7dd66,Keyboard,89.99,3,20OFF,Montreal,Canada,269.97
2024-08-10,cab94d07-b026-4c33-bf38-00eba5cd1e71,Keyboard,89.99,1,FREESHIP,London,UK,89.99
2025-03-08,aac42f35-1563-4a6e-affc-c85bcaba379b,Smartphone,699.99,1,20OFF,Los Angeles,USA,699.99
2025-01-09,33c6ed9b-248b-4e67-a64e-971cafa9d78c,Monitor,249.99,7,NO_CODE,London,UK,1749.93
2025-03-05,62c22116-af2e-43e3-a6be-9ec15789c2c5,Headphones,149.99,9,10OFF,Los Angeles,USA,1349.91
2025-04-23,40de0f18-889c-4547-8856-ea15b1926272,Smartphone,699.99,3,FREESHIP,Houston,USA,2099.97
2024-12-22,baf536e3-0a00-40f1-a68e-51b547b1106a,Keyboard,89.99,6,10OFF,Birmingham,UK,539.94
2025-03-07,b7d0c802-fc86-4740-ae4b-2077edd51861,Monitor,249.99,4,FREESHIP,Toronto,Canada,999.96
2024-06-09,7bc5f43b-cd20-4b75-847a-2848a77ac245,Keyboard,89.99,2,,Vancouver,Canada,179.98
2024-10-05,de6f4cbb-220c-43e0-8905-0a14409c6f69,Smartphone,699.99,8,,Ottawa,Canada,5599.92
2024-11-03,76dc7f90-ff24-47d6-b608-ee40d35d859c,Keyboard,89.99,6,FREESHIP,Montreal,Canada,539.94
2024-07-28,44ab0172-566c-4920-8985-0bf49bd86c07,Keyboard,89.99,4,NO_CODE,Glasgow,UK,359.96
2024-12-27,0d25b18e-9dc3-4e79-a64e-1d0bf84103a6,Smartphone,699.99,6,10OFF,Leeds,UK,4199.94
2024-09-18,8633864f-2c3c-4a88-8de4-a67dad68c007,Headphones,149.99,9,10OFF,Manchester,UK,1349.91
2024-07-08,ab40d1e5-87f8-4cab-826b-c99a136317fc,Monitor,249.99,5,20OFF,Montreal,Canada,1249.95
2025-04-17,3bf5445d-5cde-4bd9-a4c1-3b787cb901ed,Headphones,149.99,2,,Houston,USA,299.98
2025-05-08,55b60346-51d5-4dbe-825d-8d4317c874f0,Headphones,149.99,9,10OFF,London,UK,1349.91
2025-05-22,af62ef9d-81c9-4419-9587-032c1f28397f,Keyboard,89.99,2,10OFF,Los Angeles,USA,179.98
2024-09-04,fc622fe9-7da1-4566-ab5c-adaac8dd1c9d,Smartphone,699.99,6,20OFF,Glasgow,UK,4199.94
2024-12-26,0faa2980-a37c-4c57-ad28-44d3bbeb8b16,Laptop,999.99,10,,Los Angeles,USA,9999.9
2024-09-17,dd91bb1d-c2f1-43d0-9e96-e52ad71ca98c,Keyboard,89.99,3,10OFF,Phoenix,USA,269.97
2024-12-20,346e5a2e-5765-45d4-abee-a5ea05cf3b67,Laptop,999.99,3,NO_CODE,Los Angeles,USA,2999.97
2024-08-30,8a082ca6-120b-4fc2-b993-da0988845b5e,Smartphone,699.99,1,20OFF,Birmingham,UK,699.99
2024-11-21,1f2d8915-40ec-4391-835f-48befac2e172,Laptop,999.99,3,20OFF,Vancouver,Canada,2999.97
2024-06-15,f75d4301-c637-4be5-94a9-56bccac5a121,Laptop,999.99,9,FREESHIP,Ottawa,Canada,8999.91
2024-10-02,b4c79e43-8106-4984-afdb-0c3b8b68021f,Laptop,999.99,7,,Glasgow,UK,6999.93
2024-12-27,e62dfa6d-e683-447c-873e-6d0a5ad0440e,Keyboard,89.99,10,NO_CODE,Phoenix,USA,899.9
2024-07-02,e2394885-ae24-49eb-9e28-7a81bc3c1f9a,Smartphone,699.99,7,10OFF,Los Angeles,USA,4899.93
2025-04-15,918bda45-980e-4d72-b129-2d328563550f,Smartphone,699.99,3,20OFF,Vancouver,Canada,2099.97
2025-02-13,4aed1dfd-f9c0-4ebf-8bf8-dff9f85051dd,Laptop,999.99,1,NO_CODE,Ottawa,Canada,999.99
2025-02-24,619cbe76-cbb8-43d8-8902-deffecd6a029,Monitor,249.99,1,10OFF,Toronto,Canada,249.99
2024-12-20,91860679-3ace-4319-9c0a-5e3b4f193d1e,Smartphone,699.99,8,10OFF,Montreal,Canada,5599.92
2024-08-20,de0b7357-1687-4ac3-a7c9-f20a98c67a47,Smartphone,699.99,10,FREESHIP,Calgary,Canada,6999.9
2025-01-22,17a00d88-497f-42f7-a638-bae006fa1f31,Smartphone,699.99,7,,Leeds,UK,4899.93
2024-07-13,bf70189e-8eb6-4b40-8edf-2d8350927086,Headphones,149.99,10,,Manchester,UK,1499.9
2025-05-24,1cc450d2-6973-426c-94aa-346151eb2b12,Monitor,249.99,8,,Phoenix,USA,1999.92
2024-12-05,47ab2a04-40b6-4f63-83f8-ee6b9c019637,Laptop,999.99,3,10OFF,Manchester,UK,2999.97
2024-10-22,fcc7d163-9ff0-446e-8194-d578947e97f6,Keyboard,89.99,6,,Manchester,UK,539.94
2025-02-07,d6a99c55-e0ce-4fac-b60e-e3a36c55393c,Keyboard,89.99,6,,Calgary,Canada,539.94
2024-12-21,079a2cb5-3a7e-4aa1-9512-f5e409d4d0da,Keyboard,89.99,8,NO_CODE,New York,USA,719.92
2024-12-05,2cc3f535-17d8-43be-8448-140d1bc5f9b4,Headphones,149.99,10,20OFF,Chicago,USA,1499.9
2024-11-09,44f55b69-b7b6-41ff-ba3b-a8df31a3b4a8,Keyboard,89.99,6,NO_CODE,Chicago,USA,539.94
2025-03-02,b830dd18-4127-4963-bf3b-8e639b004478,Monitor,249.99,10,FREESHIP,Calgary,Canada,2499.9
2025-02-25,7f1fa83e-75ef-4de9-9747-368280c7bb41,Smartphone,699.99,5,,London,UK,3499.95
2024-09-07,fcd93a0c-3b6e-4964-b07b-1f70415c83fe,Keyboard,89.99,5,10OFF,Manchester,UK,449.95
2024-09-18,15fd16de-6031-40b4-a265-2dd5c1fc38ff,Keyboard,89.99,4,,Los Angeles,USA,359.96
2024-07-11,e16f1b0a-a261-4fbb-9e46-c552273a5d7f,Monitor,249.99,8,,Phoenix,USA,1999.92
2024-07-21,d30d37c6-4446-4b38-9795-a1ca0a611278,Monitor,249.99,2,10OFF,Leeds,UK,499.98
2025-03-24,8b959717-6b76-4e12-ac70-aed26faeed79,Headphones,149.99,7,20OFF,Vancouver,Canada,1049.93
2025-01-19,75e4442b-b20b-4e49-93be-85a380d229c8,Headphones,149.99,3,FREESHIP,Vancouver,Canada,449.97
2025-02-07,fbfe21db-b09d-456b-bbfc-114f94705174,Monitor,249.99,1,20OFF,Glasgow,UK,249.99
2024-07-30,b5700f80-2921-4069-9d8a-e967018224ae,Headphones,149.99,10,10OFF,Vancouver,Canada,1499.9
2024-08-04,42aa7d2a-471e-49ab-8b57-8effe682ef93,Monitor,249.99,6,,Leeds,UK,1499.94
2025-05-13,8e49ff6e-1d2e-43d8-b31c-dbe83c7473f2,Keyboard,89.99,7,FREESHIP,Ottawa,Canada,629.93
2025-01-25,6b3eeeb0-0759-4983-836c-d881cbc37ea3,Headphones,149.99,6,10OFF,London,UK,899.94
2025-02-13,373c8196-2ea6-421e-ba38-8b83c085ed28,Keyboard,89.99,6,FREESHIP,Toronto,Canada,539.94
2024-11-07,0c78f3da-a25f-4af2-a9e0-c6cfee86e823,Smartphone,699.99,2,NO_CODE,Leeds,UK,1399.98
2024-08-25,a552dcc8-eb70-4722-bfe9-ff4aeff34333,Monitor,249.99,5,20OFF,Chicago,USA,1249.95
2024-09-05,b197748e-3c51-48d2-a91f-ae2e6f00dbfe,Keyboard,89.99,2,FREESHIP,Houston,USA,179.98
2024-09-27,9269f66b-53c4-41b4-a7e0-be6e388d9f52,Laptop,999.99,10,FREESHIP,Glasgow,UK,9999.9
2025-03-02,06a9d6ba-dea8-4486-b776-1fa18b1f1c19,Laptop,999.99,7,FREESHIP,Vancouver,Canada,6999.93
2025-04-25,824ba817-58b5-44d0-82ed-65d93009fbfd,Smartphone,699.99,1,NO_CODE,Birmingham,UK,699.99
2025-03-05,670fb215-f375-4d70-87b2-d9ab30a1994a,Headphones,149.99,4,10OFF,Los Angeles,USA,599.96
2025-01-30,13b64997-82f6-4383-b050-5efe705843ba,Headphones,149.99,8,10OFF,New York,USA,1199.92
2025-05-03,0e18e698-0f58-41fa-8863-bddef115d431,Keyboard,89.99,7,20OFF,Toronto,Canada,629.93
2024-06-05,149a6801-b2a9-4e6e-9d0a-1c2f19a85ddd,Keyboard,89.99,3,NO_CODE,London,UK,269.97
2025-04-16,48f0e253-b2fc-405c-a83b-808cd58073a4,Laptop,999.99,9,FREESHIP,Manchester,UK,8999.91
2024-12-23,4c9f9444-4e6b-4fe3-8cbb-d56b56a4069a,Keyboard,89.99,5,10OFF,New York,USA,449.95
2024-06-10,9287fcb3-9252-478a-af79-c4f9ebc534b0,Laptop,999.99,8,20OFF,Phoenix,USA,7999.92
2025-03-01,12aba98e-23e4-49bb-9a43-9c3501f1784d,Keyboard,89.99,2,NO_CODE,Montreal,Canada,179.98
2024-06-17,8410235b-e56f-4fbe-9b3a-7868d3a08602,Monitor,249.99,5,20OFF,Birmingham,UK,1249.95
2025-01-01,c666642a-3a7b-4a09-a10d-ffb0b7ccf0e4,Smartphone,699.99,2,10OFF,Houston,USA,1399.98
2024-07-18,298c3ac5-c0e1-436f-a24e-fa2513451937,Monitor,249.99,6,20OFF,Glasgow,UK,1499.94
2025-04-12,7b86ed0f-dbc7-4574-8b00-489344b4e2e3,Monitor,249.99,4,20OFF,Los Angeles,USA,999.96
2024-07-13,716c4562-e306-4a9f-a4b4-c390ea64156c,Keyboard,89.99,6,NO_CODE,Montreal,Canada,539.94
2025-02-07,82e57f22-fe63-4359-90e4-68c4e5e99534,Laptop,999.99,5,10OFF,Ottawa,Canada,4999.95
2025-01-24,3da050a1-9d08-44da-96b3-b573c469c4a9,Keyboard,89.99,1,FREESHIP,New York,USA,89.99
2025-03-05,ebf21b2f-b8c5-4d58-b5d4-f04ff53eafa0,Smartphone,699.99,8,10OFF,Calgary,Canada,5599.92
2024-12-15,c97b9368-526f-495c-85ea-4ed736ab0cbe,Laptop,999.99,10,,Chicago,USA,9999.9
2024-07-29,522d468b-3c4f-401d-ab60-c5145ad1eb05,Smartphone,699.99,9,NO_CODE,Leeds,UK,6299.91
2025-02-25,cc25d048-1745-4a7f-b0f8-170ec673ebf7,Monitor,249.99,3,FREESHIP,Montreal,Canada,749.97
2024-08-23,9075b06a-be92-40c3-b665-121861864272,Keyboard,89.99,7,FREESHIP,Toronto,Canada,629.93
2024-07-08,892e8305-9f41-4321-9cb3-5d9ebb9768f1,Laptop,999.99,6,20OFF,Houston,USA,5999.94
2025-04-16,2eee40f8-de83-4cce-9b8f-558c7cb16c63,Smartphone,699.99,3,,London,UK,2099.97
2025-04-11,d4268b6f-3503-4d68-9b5f-599d5cb1fec1,Smartphone,699.99,4,FREESHIP,Ottawa,Canada,2799.96
2024-11-20,0896d268-b0b1-48a4-9c9c-fe794da60469,Headphones,149.99,3,FREESHIP,Chicago,USA,449.97
2024-11-16,55ab83aa-911e-46d1-9a2b-0b8948c0ba6d,Smartphone,699.99,10,10OFF,Manchester,UK,6999.9
2024-08-28,13fb8a45-3f0e-4e9b-b42f-bb7288a97434,Headphones,149.99,5,10OFF,Ottawa,Canada,749.95
2025-03-23,239b37c3-80dc-49fe-9f76-d59926823976,Headphones,149.99,6,20OFF,Los Angeles,USA,899.94
2025-01-23,a3706e64-b210-4d1c-bc71-b79ac4eeb015,Headphones,149.99,5,10OFF,Manchester,UK,749.95
2025-01-04,8b5a6e24-7929-4386-a047-88f36e67e7f4,Laptop,999.99,8,10OFF,Chicago,USA,7999.92
2025-03-29,4575dacc-9503-4fb3-88e0-c130d27c6f78,Laptop,999.99,1,,Ottawa,Canada,999.99
2024-09-07,27323a05-5373-4988-b993-8e608fabfc6f,Keyboard,89.99,8,20OFF,Ottawa,Canada,719.92
2024-08-22,883faa05-aae4-4d76-85dd-79d4bae97e27,Keyboard,89.99,4,,Birmingham,UK,359.96
2024-06-18,f7844e95-eb01-4d27-864e-b5242f27f648,Monitor,249.99,10,,Glasgow,UK,2499.9
2024-12-17,cde6ff69-8898-4bc0-81a1-6403440fb325,Keyboard,89.99,10,FREESHIP,Los Angeles,USA,899.9
2024-12-27,0322a6d6-1cd8-4e58-bb8b-90060298101c,Keyboard,89.99,5,FREESHIP,Leeds,UK,449.95
2024-09-17,314dee3b-5a76-490a-836e-6acb88bdd43c,Keyboard,89.99,9,FREESHIP,Birmingham,UK,809.91
